Corporate Name,Corporation Number,Business Number
ERIN ISLAMIC CULTURAL CENTER,1133918-4,701001315RC0001
GLOBAL SHARING CENTER OF CHINESE MEDICINE,1139001-5,796012276RC0001
Farsi Cinema Center,1141649-9,791321136RC0001
Ottawa Jay Learning Center,1142337-1,791748734RC0001
Milton Muslim Community Center - MMCC,1145589-3,787340934RC0001
HOPE OF GLORY REVIVAL CENTER,1149441-4,782839930RC0001
Himalayan Vibes Cultural Center,1165028-9,768723678RC0001
Chinese Culture Heritage Center,1165429-2,768534737RC0001
Kasuku Children's Center,1166783-1,766955330RC0001
Middle East Human Rights Center,1167072-7,766677934RC0001
"Ontario Chapter, Metals Service Center Institute",1169752-8,764535530RC0001
Salam Community Center,1179510-4,755677531RC0001
Evergreen Mission Center,1204341-6,735403735RC0001
Global Development Studies Center GDSC,1214423-9,728025271RC0001
RHIM Dominion Christian Center,1214943-5,727754079RC0001
Center for Constitutional Transitions (CT),1215633-4,727110132RC0001
Fayzur Rasool Islamic Community Center,1227134-6,717570071RC0001
MUNAR LEARNING CENTER,1230179-2,714130473RC0001
T.H.O.D Resource Center,1230373-6,714918133RC0001
Rehoboth Healing Center International,1259758-6,789304748RC0001
UKUU Center,1262716-7,790083349RC0001
Center for Eastern European Democracy,1276863-1,776966061RC0001
LIGHTHOUSE TABERNACLE COMMUNITY CENTER,1285086-9,771291747RC0001
Center for Divine Healing Inc.,1289492-1,767123342RC0001
Euroluxury non-profit community center,1293988-6,764035069RC0001
Guru Nanak Nishkam Sewa Center,1297336-7,761739341RC0001
Center for Digital Wellbeing,1322358-2,784957706RC0001
Choose Yourself: Center for Women's Economic & Social Transformation,1333669-7,775834609RC0001
The Light of God Video Education Center,1352000-5,757752506RC0001
Pneuma of God Prayer Center,1370478-5,753121300RC0001
dreams community center,1384070-1,743070104RC0001
RINET CENTER,1384861-2,741660401RC0001
Italian Sociological Center,1386890-7,722844602RC0001
WBFIT Indigenous Center,1397821-4,731246708RC0001
Farsi Language Settlement Services & Community Center,1398776-1,729646604RC0001
TURAN CENTER INC.,1403617-4,727250904RC0001
UMIYA DHAM CULTURAL CENTER - TORONTO,1407733-4,722405909RC0001
Stardom International Christian center (Praise Court),1411909-6,714788700RC0001
Stardom International Christian Center (Jubilee Court),1411911-8,717383806RC0001
WICE Education Center,1412241-1,720728302RC0001
Sheep Island Cultural Center,1426067-8,709867204RC0001
Grand River Islamic Center,1428330-9,708296009RC0001
FLAC Transformational Center,1436026-5,704135102RC0001
Toronto Immigration Information Center,1436688-3,703213900RC0001
EFFECTIVE PRAYERS INTERCESSORY CENTER,1437189-5,701820805RC0001
Peel Muslim Community Center(PMCC),1443312-2,700208937RC0001
SHIA ISLAMIC RESEARCH CENTER,1453959-1,789477015RC0001
Inner-Generational Healing Center,1463680-5,743468340RC0001
Greater Hope Life Change Center,1464896-0,780874012RC0001
D CREATORS CENTER,1468399-4,740410543
Homies Empowerment & Community Center,1471589-6,737485342
Custodian International Christian Center,1474941-3,773348818
Waey Center for Research & Studies (WCRS),1475927-3,772436416
Kingston Sanatan Cultural Center,1477683-6,771158417
Tamil Community Cultural Center of Windsor Foundation,1478716-1,770432813
RK DURHAM SENIORS SOCIAL CENTER,1479081-2,769976614
SHEKINAH CENTER FOUNDATION,1482754-6,729292748
Light Youth Center,1495731-8,717775340RC0001
Rehoboth Community Center,1496541-8,717554943RC0001
Emerging Growth Center,1497918-4,751676016RC0001
Feeling good Support community center,1499200-8,754824415RC0001
Niagara Islamic Community Center (NICC),1499704-2,754608016RC0001
The Morgridge Foundation Center,1501889-7,752988014RC0001
Ummaty Creative Learning Center,1502308-4,752036616RC0001
Global  Film Invonator Collective Center,1503089-7,714450947RC0001
Musawer Educational Center,1503157-5,713923142RC0001
ISLAMIC CENTER OF NIAGARA REGION-ICNR,1515051-5,743244618RC0001
Spiceitup Youth Resource Center,1538227-1,725736219RC0001
Sunshine Women Mental Wellness Center,1539122-9,725026017RC0001
One Wish Center,1539389-2,724769013RC0001
MALALANE CULTURAL CENTER,1541249-8,723425617RC0001
Giselle R. Johnson Serenity Living  Center,1545228-7,782810154RC0001
United Presbyterian Worship Center,1551503-3,715735015RC0001
Mubarak Center,1555340-7,775056351RC0001
Karbala Islamic Center,1557037-9,773719554RC0001
"PRESBYTERIAN CHURCH OF GHANA, OTTAWA WORSHIP CENTER",1567484-1,765660352RC0001
Synergyone Transitioning Center,1568242-8,764865754RC0001
DGG Mississauga Glory Center,1569967-3,722770351RC0001
CHRIST HERITAGE WORSHIP CENTER,1572660-3,761816552RC0001
Center for Hip-Hop Research,1577352-1,758192959RC0001
LEV ELIYAHU TORAH LEARNING CENTER,1579941-4,756115754RC0001
Darul Hasana Islamic Center,1582707-8,753733757RC0001
Electric Vehicle Learning Center,1585233-1,789539426RC0001
Collingwood Islamic Center,1585586-1,751241753RC0001
Center for Global Digital Justice,1587290-1,750306755RC0001
The Dominion Empowerment Center,1592520-7,746224559RC0001
Thornhill Family Connection Center,1594574-7,742365158RC0001
Suffah Islamic Learning Center,1596408-3,742590151RC0001
Colectiva Feminista International Center,1597728-2,740581350RC0001
EOC Pureland Learning Center,1600609-4,738532159RC0001
Mississauga City Center Mosque (MCCM),1601290-6,738918556RC0001
Full Life in Christ Ministries Prophetic Miracle Center,1608890-2,733150551RC0001
DGG Whitby Glory Center,1615878-1,762598027RC0001
MalMar Childcare Center,1617332-2,725807754RC0001
Light Olives Childcare Center,1625012-2,756656823RC0001
Symbiose Intercultural Mediation Center,1633107-6,710638958RC0001
CHARDIKALA SIKH CENTER INC.,1638836-1,709624555RC0001
Embrace Multicultural Education Center,1642100-8,706871357RC0001
Gopatez Resource Center,1642842-8,706377157RC0001
World Changers International Christian Center,1642886-0,743850828RC0001
Sankofa Futures Initiative Center,1645633-2,704610153RC0001
Hiddo Center Foundation,1658848-4,731066429RC0001
Divine Spirit Center,1661079-0,791862964RC0001
Global Impact Mobility Center,1668645-1,722868429RC0001
Health Promotion International Center,1670459-0,784455164RC0001
SMART MINDS DEVELOPMENT CENTER TORONTO,1671123-5,770810562RC0001
TORT FOR TORTURE VICTIMS CENTER (TT-VC),1671670-9,720404623RC0001
Eritrean Family Service Center London,1681364-0,774983365RC0001
North Perth Malayalee Samaajam Center.,1357753-8,760828202RC0001
Toronto Sikh Education Center,1524914-7,797845757RC0001
Lula Women's Helpline Center,1685921-6,770376960RC0001
SkyCanada World Community Service Center,1698564-5,761181569RC0001
The Kings Daughter Center for Kids,1702185-2,771343209RC0001
FEIA WeNet Center,1704518-2,792624439RC0001
Meaford Village Center,1707398-4,754149169RC0001
SIMEC Research Center,1710421-9,751843566RC0001
Dimensiontech Silver Creative Center,1718840-4,745324566RC0001
EduXcel Learning Center,1722059-6,778593830RC0001
Eligencia Training Center.,1727208-1,738261569RC0001
NeuroVertis Center.,1728088-2,773508833RC0001
Indian Cultural Heritage Center,1730045-0,771987831RC0001
Pine Crane Senior community Center,1731426-4,770746436RC0001
The Ile Roots Center,1731631-3,734244163RC0001
RM Vita Nova Center,1731997-5,734586969RC0001
Moon Reunion Center,1732255-1,770108439RC0001
The Ottawa Markaz Center corp.,1733296-3,728146366RC0001
Digital Impact Transformation Center,1737726-6,765933031RC0001
Kindred Kids Center,1740147-7,728429366RC0001
JESUS CENTERED CHURCH,871893-8,826506636RC0001
Christ-centered Life Church,932947-1,819151721RC0001
Health First Organic Centers,1125148-1,709929319RC0001
FCEF Friends of the Central Experimental Farm,231877-6,874134398RC0001
CENTRAL PENTECOSTAL CHURCH CENTRE WELLINGTON,1128405-3,118843705RC0001
SOCIETY OF SAINT VINCENT DE PAUL TORONTO CENTRAL COUNCIL,1131751-2,119155133RC0001
Central Etobicoke Community Hub Initiative,1202661-9,736782673RC0001
Central Ontario Music Council Inc.,1191556-8,745469130RC0001
CENTRALIA FAITH TABERNACLE,443966-0,118843267RC0001
The London Cross-Cultural Learner Centre,009957-1,103378725RC0001
Ottawa Hungarian Community Centre,023750-7,104025614RC0001
THE PUBLIC INTEREST RESEARCH CENTRE,036909-8,138084322RC0001
PARLIAMENTARY CENTRE,056221-1,107817082RC0001
Centre for Study of Insurance Operations -,119122-5,106897945RC0001
THE LIFE CENTRE CHRISTIAN FELLOWSHIP,145105-7,871685145RC0001
WORD OF HIS POWER FAITH CHRISTIAN CENTRE,337380-1,887210276RC0001
London Health Sciences Centre Research Inc.,338473-0,884282369RC0001
Kenamatewin Native Learning Centre,340002-6,890690142RC0001
St. Joseph's Health Centre of Sudbury Foundation,340328-9,873621759RC0001
New Haven Learning Centre for Children,340491-9,878886662RC0001
CENTRE FOR CIVIC ENGAGEMENT,340576-1,873968176RC0001
WILMOT CENTRE MISSIONARY CHURCH,344709-0,890957046RC0001
TORONTO LEADERSHIP CENTRE,347284-1,867901191RC0001
FCJ REFUGEE CENTRE,349250-8,869781062RC0001
Christian Life Centre Ministries (Durham),352082-0,880172028RC0001
"CENTRE FOR HUMANITY MINISTRY, INC.",352108-7,872319660RC0001
HERON EMERGENCY FOOD CENTRE SOUTH EAST OTTAWA,354364-1,890043540
INTERNATIONAL CENTRE FOR EXCELLENCE IN EMOTIONALLY FOCUSED THERAPY,356573-4,867223331RC0001
CSJ CENTRE,358422-4,870342359RC0001
West Parry Sound Health Centre Foundation,360456-0,866879950RC0001
THE THREE TEN CENTRE INC.,361440-9,Not Available
DIBAAJIMOWIN CULTURAL CENTRE,366803-7,868073370RC0001
Waterfront Neighbourhood Centre Charitable Fund,366925-4,886177526RC0001
The Grief Centre,375646-7,869290924RC0001
Gamiing Nature Centre,379642-6,898324413RC0001
FRIENDS OF THE MENNONITE CENTRE IN UKRAINE INC.,383056-0,889454617RC0001
Centre Évangélique foi et victoire en Jésus-Christ,387302-1,878069012RC0001
Uranium Medical Research Centre,388203-9,886215516RC0001
Friends of Long Island Centre,389767-2,886711316RC0001
WILDWOOD LEARNING CENTRE,391766-5,882353311RC0001
THE CENTRE FOR INTERNATIONAL GOVERNANCE INNOVATION,392749-1,890963416RC0001
MISHKAOWJIWAN : THE NATIVE CENTRE FOUNDATION,393076-9,877513317RC0001
THE CHAMPAGNE RESOURCE CENTRE FOR CHARACTER EDUCATION,395577-0,853377331RC0001
Third Day Worship Centre,396768-9,864917935RC0001
CORNWALL CHRISTIAN LEADERSHIP CENTRE,410525-7,861126043RC0001
MIRACLE CENTRE PRAYER TOWER MINISTRIES INTERNATIONAL,412193-7,856123849RC0001
WORLD SKILLS EMPLOYMENT CENTRE,420088-8,871616603RC0001
GBSP Centre Corp.,420611-8,867782609RC0001
Lancemore Cultural Centre,422560-1,858208101RC0001
Global Centre for Pluralism,422588-1,857802409RC0001
KAWARTHA TURTLE TRAUMA CENTRE,422832-4,857524409RC0001
Fondation du Centre Psychosocial,424509-1,855280475RC0001
Centre de leadership et d'évaluation inc.,424870-8,855216073RC0001
CENTRE SOLEIL D'OTTAWA OUEST INC.,425289-6,849022348RC0001
DREAM CENTRE MINISTRIES,427230-7,856799770RC0001
The Willow Centre Child & Family Foundation,429748-2,837916147RC0001
Tucker House Renewal Centre,431529-4,823803671RC0001
Schwartz / Reisman Centre,432648-2,812231678RC0001
Ontario Employment Education & Research Centre,435472-9,854475365RC0001
CENTRE FOR LAND CONSERVATION,435512-1,854475969RC0001
LIVING TRUTH WORSHIP CENTRE,436748-1,853241966RC0001
The Centre for Mindfulness Studies,437766-4,845368760RC0001
Kingdom House Christian Centre,438537-3,837016922RC0001
SENIORS ENRICHMENT CENTRE (SEC),438864-0,831707922RC0001
CHRISTIAN COUNSELLING CENTRE,440727-0,Not Available
Covenant Christian Church Mission Outreach (Hope Centre),442011-0,827900127RC0001
CENTRE FOR EFFECTIVE PRACTICE,443481-1,851944017RC0001
MUNICIPAL EMPLOYER PENSION CENTRE OF ONTARIO,443642-3,829636414RC0001
Centre For Inquiry -,444407-8,833642614RC0001
Lipa Green Centre for Jewish Community Services,447454-6,808716757RC0001
Prosserman Jewish Community Centre,448315-4,857936025RC0001
ISLAMIC EDUCATION GUIDANCE CENTRE,448373-1,848605622RC0001
The Samara Centre for Democracy,449140-8,843093295RC0001
KPMG GLOBAL RESOURCE CENTRE,450646-4,825230824RC0001
SKY YOGA CENTRE,450828-9,819770629RC0001
The Research Centre for the Older Worker (RCOW),451211-1,811340496RC0001
YONGE-CHURCHILL COMMUNITY CENTRE INC.,451780-6,804065225RC0001
Freedom House Church & Healing Centre Inc.,451861-6,803943224RC0001
Harmony Creek Community Centre,451925-6,804903896RC0001
Centre for Excellence in International Development Inc.,452605-8,852691864RC0001
GTA MIDDLE-EAST CENTRE,452617-1,853779858RC0001
MANY MANSIONS SPIRITUAL CENTRE INCORPORATED,453638-0,839168465RC0001
ST. JOSEPH'S HEALTH CENTRE FOUNDATION OF TORONTO,180327-1,119183382RC0001
DANCER TRANSITION RESOURCE CENTRE,187397-1,101258077RC0001
The Sport Information Resource Centre,188087-0,121999015RC0001
NATIVE HORIZONS TREATMENT CENTRE,206854-1,891840761RC0001
ST. JOSEPH'S HEALTH CENTRE OF SUDBURY,224542-6,870743465RC0001
THE RIDEAU-ROCKCLIFFE COMMUNITY RESOURCE CENTRE,234485-8,897960498RC0001
FRONTENAC COUNTY CHILDCARE CENTRE,237935-0,129717682RC0001
OTTAWA INDEPENDENT LIVING RESOURCE CENTRE,248854-0,129847190RC0001
The Marsha Forest Centre,252984-0,132361205RC0001
Christie Refugee Welcome Centre Inc.,254487-3,108222266RC0001
FAITH TABERNACLE DELIVERANCE CENTRE,263921-1,886608876RC0001
OTTAWA JAPANESE CULTURAL CENTRE,264462-2,134133305RC0001
The Women's Centre of Halton,268052-1,134949395RC0001
Toronto Wildlife Centre,280314-3,141146290RC0001
DORCHESTER CHRISTIAN FAMILY CENTRE INC.,299193-4,140171950RC0001
Sioux Lookout Meno Ya Win Health Centre Foundation,302928-0,881545446RC0001
Somali Centre for Family Services,303859-9,890867567RC0001
Minwaashin Lodge - Indigenous Women's Support Centre,305343-1,136843026RC0001
LIVING WATER COUNSELLING CENTRE,308874-0,896227576RC0001
CENTRE FOR THE STUDY OF LIVING STANDARDS,312367-7,896132578RC0001
Miles Nadal Jewish Community Centre,312939-0,140344243RC0001
Two Rivers Community Development Centre,320900-8,892889346RC0001
THE CENTRE FOR INNOVATIVE SOCIAL ENTERPRISE DEVELOPMENT (CISED),838988-8,820438737RC0001
PRAYER PLANTERS CHRISTIAN CENTRE,842744-5,817609332RC0001
INDIGENOUS LEARNING CENTRE (ILC),842869-7,815602842RC0001
(Ottawa) Electrical Workers' Training Centre,848428-7,818033938RC0001
The Story Garden Literacy Centre,848813-4,806479440RC0001
Ottawa Torah Centre,855031-0,877832329RC0001
The Global Village Health Centre,855435-8,838781573RC0001
Emmaus Formation Centre,855522-2,834238032RC0001
NAV DURGA HINDU CENTRE,858741-8,802404939RC0001
Sunny Mandarin Culture Centre,859094-0,846794436RC0001
Mofid Centre for Islamic Studies Inc.,863485-8,846088375RC0001
THE GATHERING FOOD CENTRE,873275-2,825366230RC0001
International Centre for Pension Management,873428-3,809699838RC0001
National Wildlife Centre,873509-3,840912034RC0001
SHREE KRISHNA MAHA KALI & MADURAI VEERAN CULTURAL CENTRE,876101-9,830357174RC0001
Rainbows of Joy Learning Centre,881857-6,821664570RC0001
YORK REGION IMMIGRATION SERVICES CENTRE,883081-9,812120830RC0001
The Chai Centre,883694-9,809568033RC0001
CENTRE ZOE,891372-2,836943597RC0001
FAITH & HOPE HARVEST CENTRE,895666-9,842096182RC0001
John Paul II Centre for Divine Mercy,900849-7,835340985RC0001
Whispering Hearts Horse Rescue Centre,902952-4,832175582RC0001
The Journey Neighbourhood Centre,906610-1,827117383RC0001
SOAR ON WINGS CENTRE FOR INTERNATIONAL STUDENT SERVICES,907301-9,830117990RC0001
YOUTH CENTRE FOR SPORTS DEVELOPMENT,922168-9,806940383RC0001
Centre Vie Nouvelle (CVN),927960-1,817037963RC0001
THE INTERACTIVE JEWISH EDUCATION CENTRE,928463-0,803346790RC0001
Centre for Sustainable Food Systems,929637-9,821572765RC0001
MONDIAL RESEARCH & INNOVATION CENTRE,933603-6,816880561RC0001
International House of Promise Centre,933979-5,818481723RC0001
Open Sky International Centre,939304-8,809332364RC0001
Vouloir Service Centre for International Students,942751-1,807556329RC0001
LAKEMOUNT WORSHIP CENTRE,949218-6,799202320RC0001
Events for Life Centre Inc.,951449-0,796536290RC0001
Islamic Centre of Markham,957653-3,787793124RC0001
Leamington Christian Centre Inc.,959959-2,786585323RC0001
JOHN COOPER LEARNING CENTRE,960566-5,774578298RC0001
SARE Centre,962746-4,783948698RC0001
SAYYIDAH ZAINAB MUSLIM COMMUNITY CENTRE,964058-4,782431928RC0001
ECNIS EDUCATION CENTRE FOR NEW IMMIGRANT STUDENTS,965551-4,779805696RC0001
GTA CHINESE LANGUAGE TEST CENTRE,971386-7,773734892RC0001
SHANI SHREE VISHWAKARMA HINDU CULTURE CENTRE,971443-0,773701123RC0001
NORTH-VALLEY ISLAMIC CENTRE,973981-5,771105699RC0001
GREATER FUTURE CHILD DEVELOPMENT CENTRE INC.,974509-2,770002921RC0001
Progress Recreation Centre,979983-4,764393690RC0001
Toronto Yogoda Meditation Centre,980902-3,763272895RC0001
SILVER LINING HEALING CENTRE,984053-2,758895122RC0001
CHILDREN'S DISCOVERY CENTRE TORONTO INC.,984547-0,758346720RC0001
NISBAT-E-RASOOLI ISLAMIC CENTRE,985767-2,757584297RC0001
CENTRE DE MÉDIATION ET DE PROMOTION DE LA COHÉSION SOCIALE - CMPCS,986845-3,756277091RC0001
"Immigration Learning & Information Centre, IMLIN",988592-7,753944297RC0001
Dahlak Centre For Historical Studies,993827-3,748155090RC0001
Etobicoke Community Development Centre Inc.,997576-4,742918329RC0001
Golden White Lotus Centre,1002701-4,736888124RC0001
DAVID'S CHRISTIAN CENTRE,1003455-0,737050294RC0001
Ontario East Wood Centre & Eco-Industrial Park,750032-7,813950656RC0001
KHADAMAT COMMUNITY RESOURCE CENTRE (KCRC Ottawa),751201-5,806968251RC0001
The First Nations Information Governance Centre,753063-3,807637665RC0001
LEAP Pecaut Centre for Social Impact,755042-1,830400305RC0001
Kingston Health Sciences Centre Research Institute,763378-5,838958809RC0001
Pat the Dog Playwright Centre,767193-8,846678514RC0001
Chabad Jewish Centre of Durham Region,771425-4,836750315RC0001
CENTRE FOR IMAGING TECHNOLOGY COMMERCIALIZATION,773728-9,834522716RC0001
EGYPTIAN COMMUNITY CENTRE OF ONTARIO,783856-5,840139604RC0001
The Morrison Centre,783896-4,826922403RC0001
TRANSFORMING LIFE CENTRE,787975-0,801030404RC0001
The Hummingbird Centre For Hope,793798-9,842144883RC0001
Refuge Hamilton Centre for Newcomer Health,797782-4,838780286RC0001
Poornawad World Economics Study Promotion Centre,802724-2,833057888RC0001
KINGDOM GLORY CENTRE OF KINGSTON INC.,806871-2,814323887RC0001
CIMHS Centre for Interactive Mental Health Solutions,806890-9,830607701RC0001
Liberty Christian Centre Inc.,806945-0,826893307RC0001
Lotus Centre For Special Music Education,806989-1,824271480RC0001
Second Click Learning & Training Centre,812850-2,811274687RC0001
NEXUS CENTRE,813022-1,809949886RC0001
Ontario Wildlife Rescue Centre,813163-5,815529102RC0001
Chinese Proficiency Test (HSK) Toronto Centre,813183-0,806950481RC0001
JEWISH RENAISSANCE CENTRE,813348-4,805878881RC0001
SB Centre for Security Governance,813379-4,813206703RC0001
NATIONAL SERVICE DOG TRAINING CENTRE INC.,813427-8,898029228
Humanity Centre for Philosophy,822164-2,828566042RC0001
Go Green Youth Centre,822449-8,803840503RC0001
Rohingya Centre,1019790-4,718834096RC0001
GREAT LAKES ZEN MEDITATION CENTRE,1023449-4,713928927RC0001
Homebound Wellness Centre Inc.,1025557-2,712511294RC0001
MOUNT ZION WORSHIP CENTRE TORONTO,1027117-9,708414123RC0001
Kawartha Wildlife Centre,1032548-1,703755694RC0001
CENTRE FOR CLIMATE CHANGE RESEARCH,1032863-4,703729699RC0001
Windsor Destiny Centre,1034026-0,792248080RC0001
International Centre for Sustainable Rural Communities,1035018-4,701112294RC0001
Rock Solid Workshop Centre,1035339-6,700866494RC0001
Centre De Réveil Spirituel Walesa Ministries,1035938-6,700223290RC0001
Esperanza Hope Espoir Holistic Centre,1036874-1,798133518RC0001
"Centre Haitien de Formation, d'Economie Sociale et de Developpement Integre (CHFESDI)",1037103-3,798640686RC0001
Chinese Cultural Centre of Unionville,1039706-7,794730119RC0001
Centre for Covenant of Grace International,1046213-6,788652881RC0001
Mylambaveli Children's Centre,1049364-3,785309485RC0001
NEW LIFE CENTRE NOUVELLE VIE,1052457-3,781610480RC0001
KZ CHILDCARE CENTRE,1054682-8,777849084RC0001
"Victory Christian Centre, London Inc.",1066724-2,119024115RC0001
The Patients of Eastern Ontario Pain Lifestyle Education (PEOPLE) Centre,1072632-0,759919517RC0001
ourKAMP Community Resource Centre,1073492-6,754440717RC0001
LEGACY LIFE CENTRE CHURCH,1074079-9,754020485RC0001
The Centre for Judeo-Indigenous Relations,1075491-9,757346085RC0001
tbms learning centre,1076141-9,756713285RC0001
CENTRE FOR DIGITAL RIGHTS,1076837-5,755129517RC0001
New Generation Youth Centre,1077857-5,754970481RC0001
Shika Centre,1080150-0,747939718RC0001
Hope Christian Centre,1082012-1,751499484RC0001
THE CENTRE COMMUNITY CHURCH,1082511-5,750100315RC0001
Macedonian Information Centre,1085619-3,746921113RC0001
Serda Refugee settlement centre,1087169-9,741205918RC0001
KING SQUARE MEDICAL CENTRE,1088477-4,745114082RC0001
China Cultural Centre in Ottawa,1090578-0,733730519RC0001
Now Playing Family Centre Ltd.,1092623-0,750912115RC0001
New Life Worship Centre,1092654-0,740870316RC0001
COMMUNITY RESOURCE CENTRE MARKHAM,1094464-5,738672112RC0001
Centre for Women's Economic Empowerment (CWEE),1102265-2,731528113RC0001
CER: The Centre for Experiential Research,1105371-0,720186683RC0001
Gurmat Meditation & Education Centre,1106427-4,725973911RC0001
DevelopMe Youth Centre,1109260-0,724962915RC0001
ISARUIT Inuit Women's Sewing Centre in Ottawa,1113383-7,720990118RC0001
UPPER MARKHAM MANDARIN CULTURE CENTRE,1113741-7,720851310RC0001
Centre for Islamic Knowledge (CIK),1114938-5,720822485RC0001
DAYA COUNSELLING CENTRE,1115332-3,107642035RC0001
Windsor Jewish Community Centre,1118179-3,108215328RC0001
GINGER HILLS LEARNING CENTRE,1121506-0,713151512RC0001
Niagara Worship Centre,1122972-9,132019266RC0001
Townline Muslim Centre,1123235-5,711963710RC0001
Durham Family & Cultural Centre,1123878-7,712356088RC0001
CENTRE MESSIANIQUE D'EAUX VIVES,1131696-6,793298738RC0001
The Centre for Mindfulness in Muskoka,1132037-8,704287085RC0001
PeaceQuest Centre for Human Excellence,1132238-9,703897686RC0001
Fucan Community Centre,1139943-8,794269530RC0001
Holy Christian Life Grace Centre: Fire of God Ministries,1144273-2,789509932RC0001
CENTRE OF SAYUNI CHURCH,1148075-8,785422676RC0001
The Women's Centre for Hope,1149514-3,783633274RC0001
Segal Strategic Studies Centre,1158444-8,775361470RC0001
The Sweetgrass Health Centre,1163606-5,769939935RC0001
Hispanic Intercultural Centre,1166607-0,764266938RC0001
Lincoln Centre for Human Rights Research,1167796-9,766645477
INDIGENOUS CENTRE FOR CUMULATIVE EFFECTS,1170459-1,763306339RC0001
Chabad Jewish Centre of Georgina,1171274-8,758725139RC0001
UMMATI ISLAMIC CENTRE,1171725-1,762889335RC0001
Schreiber Media Centre,1173626-4,761844877RC0001
FIRE HALL EXPERIENTIAL LEARNING CENTRE,1179483-3,754592533RC0001
YORK REGION CENTRE FOR COMMUNITY SAFETY,1180919-9,754643070RC0001
GROW- Community Food Literacy Centre,1181486-9,754337939RC0001
Ubuntu Counselling Centre,1184641-8,751534538RC0001
Oakville Parent-Child Centre,1187305-9,107790693RC0001
Durham multicultural education centre,1188710-6,748350873RC0001
World Prayer Centre-Nanasei Opoku Sarkodie ministries Incorporated,1189367-0,746343672RC0001
Sunny's Therapy Centre,1205652-6,733756332RC0001
Ignite Depot Centre,1210279-0,731372736RC0001
REFORMING LIFE CENTRE,1215612-1,727120339RC0001
York Centre Seniors Steering Committee,1215859-1,726920739RC0001
LEGACY CHRISTIAN COMMUNITY WORSHIP CENTRE,1218261-1,725154470RC0001
First Farms & Forests Centre for Indigenous Food Sovereignty,1218684-5,724730338RC0001
Centre de la Foi El-Roi,1223660-5,720128271RC0001
Enhanced Preparatory Centre of Ontario,1225092-6,718996671RC0001
Construction Knowledge Centre,1225480-8,718579535RC0001
Passages Centre for Self-Directed Learning,1226272-0,717989537RC0001
QCCC Ontario Training Centre,1229613-6,715444675RC0001
Royal City Science Centre,1237417-0,709356471RC0001
Rideau Lakes Early Learning Centre,1238452-3,715607719RC0002
MAKERS HOUSE WORSHIP CENTRE,1238484-1,708533476RC0001
The Faith Disability Treatment Centre,1239261-5,708020870RC0001
Origa-Sab Rehab Centre,1239905-9,707950531RC0001
"CENTRE FOR INCLUSIVE ECONOMIC OPPORTUNITY, GOLDEN MILE",1240140-1,707867339RC0001
Mississauga Integration Settlement Centre (MISC),1240474-5,706643335RC0001
Miracle Seniors Centre in Ontario,1241441-4,706166477RC0001
Kincardine Islamic Centre,1242524-6,705452878RC0001
Divine Cultural Centre,1244155-1,704284272RC0001
PiJai’s Healing Centre,1246577-9,795035260RC0001
Strong Fort Erie Neighbourhoods Food Reception & Distribution Centre,1247928-1,700838279RC0001
Hopelife Migrant Settlement Centre,1248351-3,701221137RC0001
Research Centre for Online Secondary SchoolEducation,1252655-7,796689263RC0001
Relais Francophone:Centre Culturel Francophone,1253821-1,796383669RC0001
Ledbury Jewish Centre,1254344-3,796022549RC0001
Centre d'innovation Éduc-raciale (CIER),1260421-3,790924948RC0001
The Children's Centre For Development,1266058-0,786656264RC0001
Centre for Northern Conservation,1269356-9,784811143RC0001
THE WHEELHOUSE COMMUNITY CENTRE,1273979-8,779580265RC0001
The Social Equality & Inclusion Centre,1277048-2,779134345RC0001
Istiqlal Islamic Centre of Toronto,1277880-7,777482068RC0001
Ubuntu Centre for Youth Violence Prevention,1280286-4,760299669RC0001
Light of the World Christian Childcare Centre,1284167-3,772174744RC0001
Hospitality Workers Resource Centre,1298471-7,861366177RC0001
Manar Islamic Educational & Welfare Community Centre,1299122-5,797492501RC0001
Khayrhaye Somali Cultural Museum Centre,1299199-3,759914468RC0001
PROGRESS COMMUNITY SERVICES CENTRE,1300633-6,797913001RC0001
Harvesters International Christian Centre,1301350-2,799798400RC0001
Muslim Legal Support Centre,1306055-1,796952109RC0001
The Mujaadilah Centre,1306243-1,796948206RC0001
Dominion Revival Centre,1306999-1,795935907RC0001
Creativity Youth Centre,1315075-5,790103303RC0001
Selah Treatment Centre,1315687-7,790101505RC0001
Christ City of Life Christian Centre International,1316592-2,789134608RC0001
Nepali Heritage Centre Ottawa,1317290-2,788657005RC0001
OneFlock Community Centre,1319712-3,785902602RC0001
Open Path International Student Service Centre,1321418-4,785453309RC0001
Ottawa Uyghur Centre (OUC),1322002-8,785164609RC0001
Impact Childcare Centre,1334252-2,777463209RC0001
Stratford Pride Community Centre,1337875-6,775397904RC0001
Universal Joy Centre,1339485-9,773797600RC0001
Landbridge Innovation Centre,1340092-1,773229802RC0001
The Legal Centre for Palestine,1344284-5,767683808RC0001
"Safely Connected, The Eating Disorder Centre",1348645-1,768013708RC0001
Ibn Umar Islamic Centre,1350493-0,765950605RC0001
The Joy Centre Foundation,1350551-1,765640206RC0001
National Security Centre of Excellence,1351720-9,765075502RC0001
Centre national d'expertise en pilotage maritime,1354021-9,763183803RC0001
Word of Life Christian Centre Toronto,1373637-7,737096305RC0001
Fuxiao Chinese Children Cultural Centre,1373908-2,751010109RC0001
