Corporate Name,Corporation Number,Business Number
Evidence-Based Medicine Research,924779-3,804688596RC0001
Community Based Research Canada,951900-9,790750293RC0001
International Centre for Evidence Based Medicine Canada Inc.,781495-0,801042607RC0001
Evidence Based Reviews in Surgery,1041669-0,792590911RC0001
Work-Based Learning Consortium,1057612-3,776288086
Plant-Based (R)evolution,1111619-3,723231080RC0001
Plant-Based Canada,1151768-6,781480074RC0001
Plant-Based World Media,1203461-1,735928533RC0001
Sexual Health Education (SHE) Centre for Prevention of Gender-Based Violence,1326006-2,781909908RC0001
Evidence-Based Social Enterprises Canada,1368432-6,754329506RC0001
Community-Based Biosynergy Management,1413474-5,718476807RC0001
Plant Based Treaty,1417114-4,717065700RC0001
Plant Based Cities Movement,1472372-4,775165814
Canadian Women's Sex-Based Rights,1612314-7,766561229RC0001
Nature-Based Solutions Foundation,1193466-0,743624538RC0001
Shallow Waters Land Based Learning,1702216-6,782274237RC0001
Plant Based Professionals Consulting,1705422-0,754718161RC0001
Space-Based Solar Power Foundation Inc.,1712460-1,786406439
Black Plant-Based Health Network,1721430-8,743006769RC0001
Baseera Vision International,1108166-7,727298481RC0001
The Basement Theatre,1594070-2,782168629RC0001
BASERA HOUSING CORPORATION,396322-5,863299731RC0001
BASIC LIFE PRINCIPLES INTERNATIONAL,357291-9,870344157RC0001
Basic Health International Foundation (BHIF),418061-5,876115908RC0001
Basic Income Canada Network,779643-9,836012500RC0001
BASIC EDUCATION FOR STUDENT OF TORONTO,1242209-3,706120136RC0001
BASIC RIGHTS FOUNDATION INTERNATIONAL,1385936-3,741004204RC0001
Basic Needs Brigade,1563711-2,768170359RC0001
The Church on the Basics,1060081-4,773583281RC0001
Saint Basil Melkite Catholic Church - Calgary,1571701-9,760992354RC0001
BASILEIA,1020984-8,716616727
ORDRE DES PERES BASILIENS SALVATORIENS (CANADA) INC.,185851-3,874771462RC0001
Boat Basin Foundation,351848-5,888055423RC0001
Long Point Basin Land Trust,329061-1,891135493RC0001
Basira Islamic Foundation (BIF),1422162-1,713882702RC0001
Basis Education Foundation,893591-2,800928244RC0001
Basket Brigade Canada,1050882-9,778831313RC0001
Papyrus Basket Ministry,1382197-8,744363706RC0001
The Kindness Basket Foundation,1684622-0,772770962RC0001
CANADA BASKETBALL,034358-7,106775299RC0001
MONTREAL MARQUIS BASKETBALL CLUB (MMBC),344826-6,870170446RC0001
Ottawa Phoenix Basketball Club,405187-4,865549067RC0001
Ottawa Shooting Stars Basketball Club,432678-4,818650145RC0001
Dr. James Naismith Basketball Foundation,253688-9,134768704RC0001
Wheelchair Basketball Canada,301141-1,140825191RC0001
Toronto Chinese Basketball League,859551-8,803501535RC0001
SW BASKETBALL INC.,891631-4,838241388RC0001
KW Basketball Club Inc.,947040-9,801345877RC0001
VK Basketball,963487-8,783028293RC0001
LAY-UP YOUTH BASKETBALL,968625-8,777096124RC0001
LET THEM PLAY BASKETBALL FOUNDATION,969155-3,774379093RC0001
Ottawa Basketball Challengers,978443-8,763889722RC0001
DOWNTOWN COMMUNITY BLUES BASKETBALL FOUNDATION,983023-5,760732495RC0001
UNDFTD Basketball Club,994797-3,746118926RC0001
Hoopzone Basketball School,1051539-6,782269518RC0001
Four Point Basketball,1055281-0,777225285RC0001
Hamilton Celtics Basketball,1056540-7,777522087RC0001
Maple Mavericks Basketball Club,1063495-6,769390717RC0001
Niagara Prep Basketball,1084081-5,749447488RC0001
BREAKDOWN BASKETBALL INC.,1093691-0,740683685RC0001
SHELBURNE SHOCKS BASKETBALL,1105860-6,728108713RC0001
TORONTO HOOPSTARS BASKETBALL CLUB,1106142-9,728935685RC0001
King City Basketball Club,1108577-8,726679285RC0001
BASKETBALL WALLACEBURG,1116817-7,718027519RC0001
Reach Performance Basketball Inc.,1120191-3,714985710RC0001
Dream Canada Basketball,1131011-9,704088517RC0001
ONE BASKETBALL CLUB INC,1133101-9,703029686RC0001
Khem Birch Elite Basketball,1143845-0,789415734RC0001
Hanover Youth Basketball League (HYBL),1148534-2,784796674RC0001
Valley East Minor Basketball League,1151072-0,782102677RC0001
Network Of Women in Basketball,1152264-7,781021670RC0001
FRIENDS OF VICTORIA BASKETBALL,1172384-7,762459337RC0001
Northern Kings Basketball,1177784-0,756492930RC0001
Home Court Basketball League,1185030-0,749921532RC0001
Hoop Dreams Basketball Foundation,1237150-2,709094478RC0001
The Muslim Women's Summer Basketball League (MWSBL),1267533-1,785331661RC0001
Basketball Coaches of Canada,1306515-4,796205003RC0001
Toronto Prospect Elite Basketball Inc.,1313365-6,791348402RC0001
West Hill Basketball & Recreation Club,1319470-1,787226901RC0001
Stratford Kids Youth Basketball,1340123-5,773342407RC0001
Willett Basketball Foundation,1344849-5,770392108RC0001
MTG Basketball,1424935-6,710652009RC0001
West United Basketball,1441330-0,700004104RC0001
Ottawa Basketball Network,1448922-5,793474818RC0001
Hoop Canada Basketball,1449954-9,792785610RC0001
Game Ready Basketball Training,1456169-4,787857218RC0001
SOULE Basketball,1469080-0,777674813
Toronto Gorilla Basketball,1476842-6,771899614
Toronto International Basketball Tournament,1478581-9,732556147
Crossover Basketball Club,1496092-1,717668743RC0001
Cobbina Basketball Training,1518123-2,740365614RC0001
Capital Courts Girls Basketball,1518411-8,702660341RC0001
Improve Your Game Basketball,1518837-7,702317942RC0001
Markham Wings Basketball,1533711-9,790943351RC0001
ICONS Basketball Club,1596065-7,780593224RC0001
Sundays Best Basketball League,1634247-7,750414229RC0001
TYJ BASKETBALL,1660614-8,792076762RC0001
Broken Chains Basketball,1679858-6,777102963RC0001
Coastal Wave Basketball,1682057-3,775102361RC0001
Saguenay Basketball,1007535-3,711252726RC0001
Sport-Études Basketball NG,1195129-7,742077332RC0001
Christian Youth Basketball League,1360346-6,759288202RC0001
Crunch Time Basketball Elite,1522168-4,737730614RC0001
Edmonton Grads Youth Basketball Club,1529417-7,731632014RC0001
Canada Basketball Foundation,323784-2,892546540RC0001
York Region Youth Basketball League,1696986-1,798862835RC0001
Dream Big Basketball Foundation,1713792-3,748785565RC0001
Seasame Basketball Group,1716433-5,746446566RC0001
Toronto Select Basketball,1735549-1,767157035RC0001
Ontario Quebec Basketball League,1739637-6,728694563RC0001
MORE THAN BASKETBALL INC,1740187-6,728427162RC0001
BasketballforHaiti,1654618-8,797155967RC0001
Open Baskets: Food Sovereignty,1694041-2,764095162RC0001
The Baskin - Garson Family Foundation,1343738-8,770706703RC0001
La Fondation Odette et Joey Basmaji,358258-2,872996624RC0001
EXTREME BASS TOUR,1645228-1,742423429RC0001
Le Périscope des Basses Laurentides inc.,128095-3,107613564RC0001
Fondation pour la Conservation et la Protection Environnementale du Bassin Versant du Lac des Sittelles,1107610-8,727744880RC0001
BAT MELECH CANADA,793527-7,817186315RC0001
The Bata Shoe Museum Foundation,085553-7,119215168RC0001
BATAY REENA,280819-6,134662519RC0001
THE BATEMAN FOUNDATION,802568-1,846937688RC0001
BATEMAN MINELLO FAMILY FOUNDATION,1066680-7,761195312RC0001
Handcrafted Bath & Body Guild,967777-1,778303297RC0001
Bath Pickleball Club,1314375-9,790983506RC0001
Lady Christina Bath & Beauty,1590086-7,784987224RC0001
Ministère Bâti sur le roc - MBSLR,1255577-8,790111942RC0001
Batimatech,1106652-8,727914087RC0001
FORUM DES BÂTISSEURS DU CANADA,1731377-2,770977833RC0001
The Canadian Baton Twirling Federation,158737-4,136523156RC0001
The Service Battalion Senate Incorporated,354579-2,871527339RC0001
Toronto Service Battalion Capital Fund,1608401-0,733574354RC0001
Royal Battery of Canada,1534313-5,728618216RC0001
BATTICALOA METHODIST CENTRAL COLLEGE PPA NA,1533192-7,789798956RC0001
SPC Battle of the Golds Canada,1511924-3,745269613RC0001
The Canadian Battlefields Foundation,278702-4,139741177RC0001
Battlefords Pickleball Club,1083042-9,750398281RC0001
Dr. Bau Jha Foundation,1460131-9,784543811RC0001
BAVARIAN DEALER COMMUNICATION TEAM,956039-4,791551096RC0001
La Mutualité Benembuga Bavira,813458-8,853195444RC0001
Bawa Muhaiyaddeen Fellowship of Canada,099351-4,888540440RC0001
CHESAPEAKE BAY RETRIEVER CLUB OF CANADA,020230-4,741449607RC0001
NORTH BAY FLYING CLUB,053407-2,Not Available
Thunder Bay Flying Club,061354-1,883082968RC0001
COMMUNITY LIVING THUNDER BAY FOUNDATION,345573-4,868003963RC0001
BAY STREET SPORTS CORPORATION,357713-9,873007629RC0001
HOPE CHRISTIAN REFORMED CHURCH OF THUNDER BAY,366825-8,887898724RC0001
HUYCK’S  BAY CONFERENCE CENTRE CORPORATION,382293-1,892922410RC0001
HUYCK'S BAY CAMPGROUND CORPORATION,382294-0,865448195RC0001
THE BAY STREET CHILDREN'S FOUNDATION,412525-8,853448041RC0001
ST. JAMES BY-THE-BAY VILLAGE,412745-5,863861829RC0001
SEYMOUR BAY FOUNDATION,416253-6,888736709RC0001
Faith Chapel Christian Centre North Bay Inc.,422284-9,864005749RC0001
Leadership Thunder Bay,437728-1,846151520RC0001
KULLEET BAY RESOURCE SOCIETY,451206-5,813450897RC0001
BAY TREE FOUNDATION,454198-7,833524663RC0001
WASHAGAMIS BAY INVESTMENT CORPORATION,248229-1,129909735RC0001
"The Georgian Bay Trust Foundation, Inc.",268698-8,131958811RC0001
Hudson's Bay Company History Foundation,296380-9,140803917RC0001
HUDSON'S BAY FOUNDATION,296381-7,140783820RC0001
Georgian Bay Forever,316520-5,895311066RC0001
BAY STREET DECONSTRUCTED,912866-2,812518397RC0001
Humber Bay Sailing Centre,955583-8,792136699RC0001
The Hudson Bay Project,969279-7,776355729RC0001
Save Picton Bay,997654-0,742823321RC0001
FIRST CHRISTIAN REFORMED CHURCH OF THUNDER BAY,756529-1,803116854RC0001
GEORGIAN BAY CANCER SUPPORT CENTRE,764665-8,840027205RC0001
North Bay Pride,1094463-7,740195888RC0001
Bay-Bloor Charities Inc.,1121955-3,713287118RC0001
The Pogue Company of McElhaney Bay,1140867-4,793385931RC0001
Lora Bay Foundation,1151588-8,780814331RC0001
World Trade Center North Bay,1239801-0,707967535RC0001
Parkinson's South Georgian Bay,1268329-6,784694861RC0001
Rainbow Collective of Thunder Bay,1268554-0,784614547RC0001
Georgian Bay Food Network,1278395-9,775169261RC0001
Clearwater Bay Stewardship Foundation Inc.,1293134-6,763468063RC0001
Bay St George Powerlifting Club Ltd,1371785-2,750487605RC0001
GEORGIAN BAY GEOPARK,1464924-9,742928542RC0001
Echo Bay Sustainability Fund,1481867-9,729782748
Thunder Bay Muslim School Board,1505436-2,750539611RC0001
North Bay Cricket Club,1516825-2,703990341RC0001
Bay Park Church,1611585-3,768191421RC0001
RESURRECTION CITY CHURCH THUNDER BAY,1618400-6,725006951RC0001
Thunder Bay Malayalee Samajam,1627212-6,756001624RC0001
Bay Street Run Club,1652707-8,798932166RC0001
"St. James Syriac Orthodox Church, Thunder Bay",1673907-5,780499562RC0001
North Bay Sikh Sangat,1676454-1,717081228RC0001
North Bay Legion Track Club,1677600-1,715979423RC0001
Gore Bay Flying Club,1018775-5,719755894RC0001
NEW VEDIC CULTURAL CENTRE- THUNDER BAY,1356412-6,762541902RC0001
Thunder Bay Tuskers International Tug of War Club,1736043-6,766844237RC0001
Bayan Institute & Community Centre,1137933-0,796197135RC0001
The Bayan & Taha Family Foundation,1334887-3,777242108RC0001
Bayanihan Global Immigration Network (BGIN),1708949-0,789197837RC0001
BAYFRONT GOOD SAMARITANS,317849-8,898988753RC0001
Bayith Communities Institute,1459291-3,785276213RC0001
GLORIA BAYLIS FOUNDATION,1312783-4,792128506RC0001
Bayshore Foundation for Empowered Living,965324-4,780845897RC0001
BAYSIDE FAMILY CHURCH,1017912-4,720673896
Bayval Capital Investment Group,1729320-8,772752036RC0001
Chabad on Bayview,449353-2,833263429RC0001
The Bayview Trustee Corp.,777683-7,805850914RC0001
Bayview Hill Community,1041849-8,793051483RC0001
Montreal BB Residences Foundation,950846-5,797265295RC0001
BBB Nation Foundation,1544831-0,720896414RC0001
Santé Personnelle héritage BBC,1318730-6,761852607RC0001
Fondation BBC,1424426-5,711051805RC0001
BBC Charitable Funding Inc.,1615933-8,764843421RC0001
BBF: BUILD THE BRIDGE FELLOWSHIP,855626-1,818733370RC0001
BBJW Foundation,1498555-9,754901411RC0001
Canadian BBQ Society,925301-7,807117791RC0001
BBT Church,1412561-4,719518201RC0001
BBWIC Foundation,1345542-4,770324705RC0001
Women in Mining BC,927740-4,823671763RC0001
BC HUMAN RIGHTS ORGANIZATION,979148-5,765275292RC0001
DELTA GALLEON BC,1063988-5,769642489RC0001
BC Citizens Legal Fees Foundation,1067724-8,765099312RC0001
BC CARPENTERS BUILDING CORPORATION,1242008-2,703881078RC0001
Youth Climate Corps BC,1332929-1,778027607RC0001
THE VOICE OF BC,1333696-4,776206104RC0001
TLM BC Non Profit Organization,1423281-0,713058501RC0001
Regenesis BC,1464040-3,781177019RC0001
Good News Chapel - BC,1475920-6,733172746
ISLAMIC CULTURAL CENTRE OF BC,1491364-7,760554212RC0001
Budha Dal BC,1506394-9,711671347RC0001
HF&BC Foundation,1565148-4,704936210RC0001
Nuclear for BC Organization,1603986-3,774715825RC0001
BC Jewish Learning Institute (BCJLI),1633013-4,751239625RC0001
Empower BC Social Services Society,1657441-6,732156229RC0001
BC Pro Wrestling Fund,1673810-9,718583826RC0001
BC MUSLIM CHAMBER OF COMMERCE,1703389-3,793876632RC0001
Daaspuri Sewa BC Society,1708053-1,752894162RC0001
BC Immigrant Employment Foundation,1709071-4,752912360RC0001
InkFree BC Initiative Society,1726971-4,738428960RC0001
Bible Communication Centre - BCC,1230671-9,712571272RC0001
BCCB MONTREAL FOUNDATION,1042522-2,786650515RC0001
Black Community Canada Television (BCCTV),1276750-3,778032748RC0001
Brampton Community & Economic Empowerment Network(BCEEN),1143438-1,791542871RC0001
ZOLFAM MATAN BCETER FOUNDATION,172458-4,893198887RC0001
BCHL Hockey,992815-4,748949690RC0001
BCHS Institute,1720732-8,743371361RC0001
BCI Innovation Labs,1049704-5,784722282RC0001
BCL FOUNDATION,1446194-1,795323815RC0001
BCM INTERNATIONAL (CANADA) INC.,019944-3,106792120RC0001
BCMUN,1472832-7,736715749
BCN - Bridging Connections Network,1649928-7,701309759RC0001
BCNET,432490-1,817737141RC0001
BCS CHARITABLE CORPORATION,449187-4,841646623RC0001
BCU FOUNDATION,381696-6,893879015RC0001
Rougemont Equestrian Club BCYOLO,1041847-1,793060088RC0001
Bureau de Développement Économique et Social Caribéen de l'Ontario- BDESCO,1059888-7,772701488RC0001
BDeuxChange,1690743-1,704139625RC0001
BDS Organization,1640189-9,708189550RC0001
Call to be Family in Canada,041578-2,894366988RC0001
BE IN CHRIST CHURCH OF CANADA,095486-1,118830389RC0001
CANADIAN FRIENDS OF MOSDOS BE'ER YITZCHAK,411308-0,858978083RC0001
The Power to Be International,451888-8,854518859RC0001
Just Be Water,960513-4,778789099RC0001
Be the Choice,971982-2,773043724RC0001
Be You Promise.Org,777693-4,828173807
Be Inspired Youth,1158625-4,775014079RC0001
To Be Me,1165986-3,768329476RC0001
PROUD TO BE ME,1181983-6,Not Available
Good To Be Good,1215292-4,727456873RC0001
BTC Be the Change,1227285-7,717185474RC0001
Be Inward Strong,1250852-4,798479663RC0001
Be Earth Foundation,1333111-3,778151803RC0001
London Let's Be Kind,1371438-1,751533407RC0001
The Be Generous Club,1401969-5,726994809RC0001
Be Someone,1403668-9,727099301RC0001
Just Be Love,1415590-4,718274103RC0001
Be Strong Together,1416580-2,716742408RC0001
Just Be Cause Foundation,1419308-3,711984203RC0001
G&C Be Kind Foundation,1478839-7,770284016
It’s Nice To Be Nice! Charity,1488817-1,724624945
It Shouldn't Be Risky,1509698-7,709006944RC0001
Be Filipino - Helping Filipinos (BF-HFs),1536928-2,726779218RC0001
Be Conscious.life,1547704-2,717988216RC0001
Be Claus Charity,1553700-2,714075215RC0001
BE FUTURE READY,1560312-9,708773015RC0001
DARE TO BE VULNERABLE,1573785-1,798576021RC0001
Be Inclusive World,1579286-0,794427021RC0001
BE ONE TO FEED,1616885-0,763592227RC0001
Free To Be Me Society,1639279-2,746715820RC0001
Be My Savior Foundation,1655255-2,795924166RC0001
East Toronto Be In Christ Church,1657084-4,732309620RC0001
Downtown Toronto Be In Christ Church,1667707-0,723880621RC0001
Be Reading,1199568-5,738919273RC0001
To Be You,1363372-1,756943205RC0001
Bizzzy Bea's,1342792-7,768370801RC0001
INNISFIL BEACH CRUISERS CAR CLUB,928813-9,802896399RC0001
KOKA BEACH CORPORATION,750020-3,819738659RC0001
Faith Evangelical Missionary Church - Wasaga Beach,1079744-8,118912294RC0001
Teach on the Beach,1126939-9,709570485RC0001
Parlee Beach Volleyball Club,1306779-3,796107605RC0001
Wasaga Beach Jewish Centre,1308931-2,794741108RC0001
National Beach Volleyball League,1339138-8,774551303RC0001
Beach Relief,1592647-5,745706150RC0001
Kincardine Beach Safety,1673217-8,782018964RC0001
JUDY'S BEACH CAFÉ,1693533-8,700375421RC0001
Beaches Community Soccer League,873646-4,828215376RC0001
Toronto Beaches Volleyball Club,1114770-6,707881314RC0001
BEACHES READING CLINIC INC,1187909-0,746568674RC0001
Beaches Sandbox Foundation,1316631-7,789360500RC0001
Beaches Mental Wellness,1455371-3,788482412RC0001
Beaches Chess Club,1562783-4,769021957RC0001
Beacon Scholarship Fund,1074710-6,757543715RC0001
Beacon East Humanitarian Organization,1124009-9,712161884RC0001
Beacon of Light Foundation,1153520-0,778887133RC0001
BEACON OF REFUGE ORG.,1244938-2,704227339RC0001
Wisdom Beacon Foundation,1314553-1,789270402RC0001
Greater Victoria Beacon of Hope Foundation,1633177-7,751208620RC0001
Beacon Of Love Foundation,1699928-0,759621360RC0001
Beacon of Humanity,1710366-2,786868430
Beaconbright Foundation,896891-8,829402585RC0001
Solo Warrior Beacons of Light,1299244-2,799541206RC0001
BEADS OF COURAGE - CANADA,788014-6,847431905RC0001
The Beads of Hope Foundation,321303-0,892753146RC0001
BEALIGHT FOUNDATION,370358-4,868640970RC0001
Light Beam Charity,1629612-2,754117620RC0001
Beam Radiology Foundation,1643605-6,705573558RC0001
BeamON,1316135-8,789632601RC0001
BFM (Beamsville) Enterprises Society,415374-0,888007309RC0001
Beamsville Church Of Christ,1074109-4,106923188RC0001
The Lucky Bean Foundation,1426046-5,710549304RC0001
The Infinite Bean,1461360-1,783512817RC0001
Grizzly Bear Foundation,891502-4,839758398RC0001
Bear Point Rifle Club,1048684-1,785966888RC0001
Ghost Bear Institute,1063793-9,769176116RC0001
Lucky Bear FD,1102540-6,731173514RC0001
White Bear Foundation,1345538-6,770049906RC0001
Order of the Bear,1374992-4,747152601RC0001
White Bear Warrior Inc.  ,1586579-4,750573156RC0001
Red Bear Justice Society,1674627-6,780940169RC0001
Project care bear,1735880-6,731320768RC0001
BearCubs Sporting Club,1336392-9,774646301RC0001
Bearded Villains Maritimes,1246400-4,702523671RC0001
Beards of Character,1253083-0,796884146RC0001
FRUIT BEARERS CHURCH INC.,863803-9,837990837RC0001
Standard Bearers of Christ Ministries,1379514-4,746756709RC0001
Bearing Witness Canada,1199147-7,739201077RC0001
Polar Bears International (Canada) Inc.,423219-4,862722279RC0001
Ottawa Bears Soccer Club Incorporated,436902-5,836222562RC0001
Elmvale Bears Sledge Hockey Club,873429-1,809692833RC0001
TEDDY BEARS FOR TOTS,884572-7,818506172RC0001
RADHA SOAMI SOCIETY BEAS CANADA,337754-7,892854167RC0001
BeAstro,1266780-1,785435140RC0001
Beat the Streets,912579-5,823568993RC0001
THEATRE OF THE BEAT INC.,939025-1,793861691RC0001
ONE HEART BEAT National Corp.,1687089-9,707195020RC0001
MOUNTAIN OF BEATITUDES INTERNATIONAL CHURCH,1662378-6,790869366RC0001
Fondation Thessi Béatrice,1212195-6,727045676RC0001
La Beau Vie,1173763-5,759336332RC0001
de Gaspé Beaubien Foundation,261358-1,893626242RC0001
CENTRE CULTUREL ISLAMIQUE DE LA BEAUCE,1117438-0,712388511RC0001
Institut Natan Bouchard-Beauchesne,1031282-7,705630093RC0001
Beaucoup Philanthropie,1383921-4,742553407RC0001
FONDATION BEAULIEU-SAUCIER,447839-8,859185290RC0001
Beaumont Songbirds Choirs,1533445-4,791407950RC0001
Fondation Beausoleil,929842-8,806052122RC0001
Petite Beauties,1680621-0,713038628RC0001
Beautiful Steps Christian Ministries,971105-8,774390892RC0001
THE BEAUTIFUL FOUNDATION,971646-7,773508320RC0001
BEAUTIFUL WORLD CANADA FOUNDATION,793754-7,842133480RC0001
THE BEAUTIFUL LIFE GLOBAL FOUNDATION,1382266-4,743151805RC0001
“Too beautiful for Earth” In honour of Tyler Christine-Bourgeois,1383299-6,742297609RC0001
Beautiful Minds Empower,1486924-9,725564942
Beautiful Nomad Missions,1579148-1,756805354RC0001
Beautiful Colors Foundation,1607051-5,734106156RC0001
Beautiful Black Minds,1684740-4,708849229RC0001
Beautiful Grace Church,1719629-6,743961369RC0001
Beautify Hamilton,1269519-7,784026148RC0001
Cultural Beauty of Canada Foundation,898160-4,842978397RC0001
The MISS GLOBE Beauty Pageant Ltd.,997652-3,742822323RC0001
Ontario Beauty Love Club,1041321-6,793682881RC0001
Global Society of Medical Beauty,1163358-9,770861078RC0001
Beauty United Council of Ontario,1259696-2,791474869RC0001
THE BLACK FASHION & BEAUTY GALA,1306481-6,796644201RC0001
The Beauty Drive Foundation,1461315-5,745803148RC0001
Beauty From the Kingdom of Kush,1567724-6,765069752RC0001
OMY! BEAUTY SUPPLIES,1572653-1,761691757RC0001
Hairstylist & Beauty Radiance Community Network (HBRCN),1623705-3,756962221RC0001
Just J Beauty Foundation,1647248-6,703434951RC0001
Beauty Pathways Initiative,1670559-6,720556026RC0001
For The Beauty Foundation,1728223-1,773413638RC0001
Beauty is Me (BiM),1733866-0,767315435RC0001
Beaver With U,1234095-0,712193739RC0001
Friends of Beaver Valley Inc.,1336904-8,775620404RC0001
The Beaverbrook Canadian Foundation,032300-4,119215440RC0001
BEAVERTON TOWN HALL PLAYERS,201796-2,118802008RC0001
MEAGAN BEBENEK FOUNDATION,1159721-3,774077473RC0001
ISTHMUS: BECAUSE HUNGER DOESN'T TAKE WEEKENDS OFF,451069-1,820389898RC0001
BecauseWeCare Initiative,1164830-6,768241275RC0001
Board of Education Canada-China (BECC),426416-9,863844031RC0001
The Beck Foundation,1741946-5,727240962RC0001
The Becket Players,219601-8,877334474RC0001
BECKMAN FOUNDATION INC.,140165-3,120406749RC0001
Becky's House,1553820-3,776257354RC0001
La Fondation T.G. Beco,1186933-7,748976271RC0001
Helping young refugees becoming Canadians,1377049-4,748162906RC0001
SAINT BEDE THE VENERABLE CATHOLIC COMMUNITY,1030847-1,705335123RC0001
Nahum Bedein Center for Near East Policy Research,1713088-1,785655036RC0001
BEDFORD CULTURAL EXCHANGE,425637-9,849023148RC0001
BEDZSMITH FOUNDATION,1253753-2,796537546RC0001
CANADIAN LEAFCUTTER BEE COUNCIL,112498-6,130439490RC0001
Spelling Bee of Canada,319325-0,Not Available
Bee Me Kidz Inc.,895136-5,804253177RC0001
The Bee Plan,985192-5,757575725RC0001
Bee City Canada,995856-8,745761692RC0001
Canada Super Spelling Bee Inc.,1089623-3,743997082RC0001
Day of the Honey Bee,1408432-2,723568705RC0001
Creative BEE-ings for Growth,1426626-9,704530302RC0001
Let's Bee Connected Foundation,1637159-1,709795355RC0001
Bee-lieve In Reading Foundation,1716213-8,747342962RC0001
BEECH STREET THEATRE COMPANY,855403-0,825192438RC0001
THE BEECHWOOD CEMETERY FOUNDATION,384428-5,888112018RC0001
Beechwood Brainery Foundation,1451030-5,791686611RC0001
THE CANADIAN BEEF BREEDS COUNCIL,302673-6,138490016RC0001
Canadian Beef Industry Conference,1002917-3,736772526RC0001
MARITIME BEEF COUNCIL INC.,797841-3,842022089RC0001
CERTIFIED SUSTAINABLE BEEF FRAMEWORK CANADA,1124633-0,710665910RC0001
BeeHouse Foundation,1432440-4,705955300RC0001
Beekay Foundation,1456612-2,787530211RC0001
Canadian Beekeepers Federation,1511506-0,744561812RC0001
Beekeeping for Veterans,1266652-9,786377747RC0001
THE BEELA PROJECT INC.,1712835-5,785798638RC0001
Beer Canada,032876-6,100638048RC0001
Link Up Beer,1320668-8,786326504RC0001
Craft Beer Safety Network,1381541-2,744889106RC0001
BEERSHEBA MIRACLE TAMIL CHURCH,423330-1,861872141RC0001
Save The Honey Bees,1387368-4,739679603RC0001
OPERATION BEESTRONG,1730266-5,735746166RC0001
BeEzrat HaShem Inc.,1531872-6,730616414RC0001
People Before Patients,793822-5,809270689RC0001
Before the Bridge Senior Cat Sanctuary,1485301-6,765214416
The Bros Before Lows Foundation,1707272-4,788475838RC0001
Begampura Equality Charitable Trust,1727977-9,773903836RC0001
La Fondation Sanatorium Bégin,192140-1,102934338RC0001
CANADIAN FRIENDS OF THE MENACHEM BEGIN HERITAGE FOUNDATION,307569-9,889138061RC0001
NEW BEGINNINGS MINISTRY,249246-6,132538018RC0001
Brave Beginnings,902192-2,812576585RC0001
New Beginnings Fellowship of Fort Frances,963904-7,782451322RC0001
Divine Beginnings International Inc.,1189293-2,747884070RC0001
Nationwide New Beginnings Initiative Foundation,1597857-2,779176023RC0001
New Beginnings Charitable Foundation,1644435-1,742718828RC0001
Fajr Beginnings Foundation,1674117-7,718344823RC0001
NEW BEGINNINGS CHRISTIAN FELLOWSHIP CHURCH,1687648-0,768879363RC0001
BEHAVIORPRISE FOUNDATION,854851-0,844320234RC0001
Mind Your Online Behaviour,1190628-3,746382332RC0001
Behdad Foundation Inc.,1740180-9,728213968RC0001
World Behdins Fellowship- Canada,1146219-9,786801530RC0001
Leave No One Behind,1130876-9,705291888RC0001
No Paw Left Behind,1174123-3,760642538RC0001
Leave No Girl Behind,1276279-0,775668064RC0001
Stories Left Behind,1442742-4,700779135RC0001
The Human Behind The Responder,1572551-8,799489026RC0001
Behind Me Foundation Inc.,1667338-4,786883363RC0001
Behmanesh Children First Education,1698267-1,761179761RC0001
ST. BEHNAM SYRIAC CATHOLIC CHURCH IN CAMBRIDGE,1250924-5,798444865RC0001
Business Event Industry Coalition of Canada (BEICC),454186-3,832854665RC0001
Being Studio,430483-7,834484073RC0001
Human Well-Being First,982932-6,757929526RC0001
World Federation of Zen for Well-Being (Canada),1050096-8,783896319RC0001
Being ME Canada,1139218-2,794900936RC0001
Being Effective Canada,1226800-1,718103732RC0001
Intentional Well-being Foundation-IWBF,1482768-6,767182215
Community Unity for Holistic Well-being,1650353-5,738169820RC0001
Well-being North Hastings,1717817-4,745883165RC0001
Seniors Well-Being Sports Club,1732557-6,734068364RC0001
BFS Beirut Film Society,1707077-2,754422764RC0001
Congregation Beit Tikvah of Ottawa,445413-8,827850553RC0001
CANADIAN FRIENDS OF BEIT ISSIE SHAPIRO,252511-9,890561848RC0001
Beit El Jebel Society,922181-6,806932984RC0001
beit hazohar canada,1111389-5,724003280RC0001
Beit El Torah Center,1519038-0,702175340RC0001
BELCANFRAN ECHANGE FOUNDATION,1117073-2,717938914RC0001
BELCUM FOUNDATION,397027-2,872311915RC0001
BELEN CANADIAN ORGANIZATION,1435896-1,704045707RC0001
Belfountain Village Church,426351-1,863228771RC0001
SOCIÉTÉ BELGE DE BIENFAISANCE,059837-2,Not Available
BELGIAN CANADIAN BUSINESS CHAMBER,234346-1,875534067RC0001
Belgian Shepherds Rescue Canada,1439939-1,701325300RC0001
Belief Together,1207528-8,733582472RC0001
BELIEVE IN THE GOLD,866714-4,834651630RC0001
The Believe Team,1257076-9,791102866RC0001
I believe foundation,1685969-1,770975365RC0001
Believe in our Children's Future,1703947-6,792962037RC0001
WESTERN CANADA BELIEVER'S CONVENTION,1554190-5,713821411RC0001
Marvelous Believer Ministries,1627046-8,756132825RC0001
